token	normalised
orta	orta
est	est
iusto	iusto
	et
rectis	rectis
corde	corde
leticia	leticia
Letamini	Letamini
iusti	iusti
in	in
dño	domino
	et
ꝯfitemini	confitemini

memorie	memorie
sc̃ificationis	sanctificationis
eius	eius
psalmus	psalmus
d̃d	dauid
Cantate	Cantate
dño	domino
canticum	canticum
nouũ	nouum
quia	quia
mirabilia	mirabilia
fecit	fecit
S	S
aluabit	aluabit
sibi	sibi
dext͛a	dextera
eius	eius
	et
brachiũ	brachium
sc̃m	sanctum
eius	eius
Notum	Notum
fec̃	fecit
dñs	dominus
salutare	salutare

suũ	suum
in	in
conspectu	conspectu
gentium	gentium
reuelauit	reuelauit
iusticiam	iusticiam
suam	suam
Recordatus	Recordatus
est	est
mĩe	misericordie
sue	sue
	et
u͛itatis	ueritatis
sue	sue
domui	domui
isr̃l	israhel
Uiderunt	Uiderunt
om̃s	omnes
t͛mini	termini
t͛re	terre
salutare	salutare
dei	dei
nr̃i	nostri
Iubilate	Iubilate
dño	domino

õis	omnis
t͛ra	terra
cantate	cantate
	et
exultate	exultate
	et
psallite	psallite
Psallite	Psallite
dño	domino
in	in
cythara	cythara
in	in
cythara	cythara
	et
uoce	uoce
psalmi	psalmi
in	in
tubis	tubis
ductilib	ductilibus
	et
uoce	uoce
tube	tube
cornee	cornee
Iubilate	Iubilate
in	in

ꝯspc̃u	conspectu
regis	regis
dñi	domini
moueatur	moueatur
mare	mare
	et
plenitudo	plenitudo
ei᷒	eius
orbis	orbis
t͛rarũ	terrarum
	et
uniu͛si	uniuersi
qui	qui
h̃itant	habitant
in	in
eo	eo
flumina	flumina
plaudent	plaudent
manus	manus
simul	simul
montes	montes
exultabunt	exultabunt
a	a
ꝯspectu	conspectu
dñi	domini

in	in
syon	syon
magnus	magnus
	et
excelsus	excelsus
sr̃	super
om̃s	omnes
populos	populos
Confiteantur	Confiteantur
nõi	nomini
tuo	tuo
magno	magno
qm̃	quoniam
terribile	terribile
	et
sc̃m	sanctum
est	est
	et
honor	honor
regis	regis
iudiciũ	iudicium
diligit	diligit
Tu	Tu
ꝑasti	parasti
directiones	directiones

iudiciũ	iudicium
	et
iusticiam	iusticiam
in	in
iacob	iacob
tu	tu
fecisti	fecisti
Exaltate	Exaltate
dominũ	dominum
d̃m	deum
nr̃m	nostrum
	et
adorate	adorate
scabellũ	scabellum
pedũ	pedum
eius	eius
qm̃	quoniam
sc̃m	sanctum
est	est
Moyses	Moyses
	et
aaron	aaron
in	in
sacerdotib	sacerdotibus
eius	eius

	et
samuel	samuel
int͛	inter
eos	eos
qui	qui
ĩuocant	inuocant
nom̃	nomen
eius	eius
Inuocabant	Inuocabant
dñm	dominum
	et
ip̃e	ipse
exaudiebat	exaudiebat
eos	eos
in	in
columpna	columpna
nubis	nubis
loq̃bat᷑	loquebatur
ad	ad
eos	eos
Custodiebant	Custodiebant
testimonia	testimonia
eius	eius
	et
	et

ceptum	preceptum
ꝙ	quod
dedit	dedit
illis	illis
Dñe	Domine
d̃s	deus
nr̃	noster
tu	tu
exaudiebas	exaudiebas
illos	illos
deus	deus
tu	tu
ꝓpitius	propitius
fuisti	fuisti
eis	eis
et	et
ulciscens	ulciscens
in	in
om̃s	omnes
adinuencões	adinuenciones
eoꝝ	eorum
Exaltate	Exaltate
dñm	dominum
d̃m	deum
nr̃m	nostrum

	et
adorate	adorate
in	in
monte	monte
sc̃o	sancto
eius	eius
qm̃	quoniam
sc̃s	sanctus
dominus	dominus
deus	deus
nr̃	noster
ps̃	psalmus
dauid	dauid
Iubilate	Iubilate
deo	deo
õis	omnis
t͛ra	terra
seruite	seruite
dño	domino
in	in
leticia	leticia
Introite	Introite
in	in
ꝯspectu	conspectu
eius	eius

ĩ	in
exultacõe	exultacione
Scitote	Scitote
qm̃	quoniam
ip̃e	ipse
est	est
deus	deus
ip̃e	ipse
fecit	fecit
nos	nos
	et
non	non
ip̃i	ipsi
nos	nos
PPl̃s	PoPulus
eius	eius
	et
oues	oues
pascue	pascue
eius	eius
ĩtroite	introite
portas	portas
eius	eius
in	in
confessione	confessione

atria	atria
eius	eius
in	in
hympnis	hympnis
ꝯfitemini	confitemini
illi	illi
Laudate	Laudate
nomen	nomen
eius	eius
qm̃	quoniam
suauis	suauis
est	est
dñs	dominus
in	in
et͛ñ	eternum
mĩa	misericordia
eius	eius
	et
usq	usque
in	in
gñacõe	generacione
	et
gñacõem	generacionem
u͛itas	ueritas
eius	eius

ps̃	psalmus
d̃d	dauid
Miscd̃iam	Misericordiam
	et
iudiciũ	iudicium
cantabo	cantabo
tibi	tibi
dñe	domine
psallam	psallam
	et
intelligam	intelligam
in	in
uia	uia
ĩmaculata	inmaculata
qñ	quando
uenies	uenies
ad	ad
me	me
Perambulabam	Perambulabam
in	in
innocentia	innocentia
cordis	cordis
mei	mei
in	in
medio	medio

domus	domus
mee	mee
Non	Non
ꝓponebam	proponebam
ante	ante
ocl̃os	oculos
meos	meos
rem	rem
iniustam	iniustam
facientes	facientes
uaricacões	preuaricaciones
odiui	odiui
Non	Non
adhesit	adhesit
mͥ	michi
cor	cor
prauũ	prauum
declinantem	declinantem
a	a
me	me
malignũ	malignum
ñ	non
cognoscebam	cognoscebam
Detrahentẽ	Detrahentem
secreto	secreto

ꝓximo	proximo
suo	suo
hunc	hunc
ꝑseq̃bar	persequebar
Suꝑbo	Superbo
ocl̃o	oculo
	et
insatiabili	insatiabili
corde	corde
cũ	cum
h̃	hoc
ñ	non
edebã	edebam
Oculi	Oculi
mei	mei
ad	ad
fideles	fideles
t͛re	terre
ut	ut
sedeant	sedeant
mec̃	mecum
ambulans	ambulans
in	in
uia	uia
ĩmaculata	inmaculata

hic	hic
mͥ	michi
ministrabat	ministrabat
Non	Non
h̃itabit	habitabit
in	in
medio	medio
dom᷒	domus
mee	mee
qui	qui
facit	facit
suꝑbiam	superbiam
qui	qui
loquit᷑	loquitur
iniqua	iniqua
ñ	non
direxit	direxit
in	in
ꝯspectu	conspectu
ocl̃oꝝ	oculorum
meorũ	meorum
In	In
matutino	matutino
int͛ficiebam	interficiebam
om̃s	omnes

pcc̃ores	peccatores
t͛re	terre
ut	ut
disꝑd͛em	disperderem
de	de
ciuitate	ciuitate
dñi	domini
omnes	omnes
oꝑantes	operantes
iniquitatẽ	iniquitatem
psalmus	psalmus
dauid	dauid
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meam	meam
	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
auertas	auertas
faciem	faciem

tuam	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
In	In
quacumq	quacumque
die	die
inuocau͛o	inuocauero
te	te
uelocit͛	uelociter
exaudi	exaudi
me	me
Quia	Quia
defec͛unt	defecerunt
sic̃	sicut
fumus	fumus
dies	dies

mei	mei
	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruerunt	aruerunt
Percussus	Percussus
sum	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum
comed͛e	comedere
panem	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei

adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
Similis	Similis
fc̃s	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
Uigilaui	Uigilaui
	et
fc̃s	factus
sum	sum
sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto

Tota	Tota
die	die
exprobrabant	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
	et
qui	qui
laudabãt	laudabant
me	me
adu͛sus	aduersus
me	me
iurabant	iurabant
Quia	Quia
cin͛em	cinerem
tanquam	tanquam
panem	panem
manducabam	manducabam
et	et
potum	potum
meum	meum
cũ	cum
fletu	fletu
miscebam	miscebam
A	A

facie	facie
ire	ire
et	et
indignacõis	indignacionis
tuæ	tuæ
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinau͛unt	declinauerunt
	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
Tu	Tu
autẽ	autem
dñe	domine
in	in
et͛num	eternum
ꝑmanes	permanes

	et
memoriale	memoriale
i	i
tuũ	tuum
in	in
gñacõe	generacione
	et
gñacõe	generacione
Tu	Tu
exurgẽs	exurgens
dñe	domine
misereb̃is	misereberis
syon	syon
quia	quia
tp̃s	tempus
miserendi	miserendi
eius	eius
	quia
uenit	uenit
tp̃s	tempus
Quia	Quia
placuerũt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides

eius	eius
	et
terre	terre
eius	eius
miserebuntur	miserebuntur
Et	Et
timebunt	timebunt
gentes	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
	et
om̃s	omnes
reges	reges
t͛re	terre
gl̃am	gloriam
tuam	tuam
Quia	Quia
edificabit	edificabit
dñs	dominus
syon	syon
	et
uidebitur	uidebitur
ĩ	in
gl̃a	gloria

sua	sua
Respexit	Respexit
in	in
or̃onem	orationem
humiliũ	humilium
	et
ñ	non
spreuit	spreuit
cem	precem
eoꝝ	eorum
Scribantur	Scribantur
hoc	hoc
ĩ	in
gñacõe	generacione
alt͛a	altera
	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso

in	in
irl̃m	ierusalem
In	In
ꝯueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
	et
reges	reges
ut	ut
seruiant	seruiant
domino	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dierũ	dierum
meoꝝ	meorum
nuncia	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces

me	me
in	in
dimidio	dimidio
dier̃	dierum
meoꝝ	meorum
in	in
gen͛acõ	generacion
	et
gñacõem	generacionem
anni	anni
tui	tui
Inicio	Inicio
tu	tu
domine	domine
t͛ram	terram
fundasti	fundasti
	et
oꝑa	opera
manuum	manuum
tuar̃	tuarum
sunt	sunt
celi	celi
Ip̃i	Ipsi
ꝑibunt	peribunt
tu	tu

ã	autem
ꝑmanes	permanes
	et
om̃s	omnes
sicut	sicut
uestim̃tũ	uestimentum
uet͛escent	ueterescent
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
	et
mutabunt᷑	mutabuntur
tu	tu
ã	autem
idem	idem
ip̃e	ipse
es	es
	et
anni	anni
tui	tui
ñ	non
deficient	deficient
filii	filii

seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
	et
semen	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
psalmus	psalmus
dauid	dauid
Benedic	Benedic
aĩa	anima
mea	mea
dño	domino
	et
õia	omnia
que	que
intra	intra
me	me
sunt	sunt
nõi	nomini
sc̃o	sancto
eius	eius
B̃ndic	Benedic

aĩa	anima
mea	mea
dño	domino
	et
noli	noli
obliuisci	obliuisci
om̃s	omnes
retͥbucões	retribuciones
eius	eius
Qui	Qui
ꝓpiciatur	propiciatur
õib	omnibus
iniqͥtatib	iniquitatibus
tuis	tuis
qui	qui
sanat	sanat
om̃s	omnes
infirmitates	infirmitates
tuas	tuas
Qui	Qui
redimit	redimit
de	de
int̃itu	interitu
uitam	uitam
tuã	tuam

qui	qui
coronat	coronat
te	te
in	in
mĩa	misericordia
	et
miseraconib	miseraconibus
Qui	Qui
replet	replet
in	in
bonis	bonis
desid̃ium	desiderium
tuũ	tuum
renouabitur	renouabitur
ut	ut
aquile	aquile
iuuentus	iuuentus
tua	tua
Faciens	Faciens
mĩas	misericordias
dñs	dominus
	et
iudiciũ	iudicium
õib	omnibus
iniuriam	iniuriam

patientib	patientibus
Notas	Notas
fec̃	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel
uoluntates	uoluntates
suas	suas
Miserator	Miserator
	et
misericors	misericors
dñs	dominus
longanimis	longanimis
	et
multũ	multum
misericors	misericors
Non	Non
in	in
ꝑpetuũ	perpetuum
irascetur	irascetur
neq	neque
in	in
et̃nũ	eternum

ꝯminabitur	comminabitur
Non	Non
ẜ	secundum
pcc̃a	peccata
nr̃a	nostra
fecit	fecit
nobis	nobis
neq	neque
ẜ	secundum
iniquitates	iniquitates
nr̃as	nostras
retribuit	retribuit
nobis	nobis
Q̃m	Quoniam
ẜ	secundum
altitudinem	altitudinem
celi	celi
a	a
t̃ra	terra
corroborauit	corroborauit
mĩam	misericordiam
suã	suam
suꝑ	super
timentes	timentes
se	se

Qͣntũ	Quantum
distat	distat
ortus	ortus
ab	ab
occidente	occidente
longe	longe
fecit	fecit
a	a
nobis	nobis
iniquitates	iniquitates
nr̃as	nostras
Quomͦ	Quomodo
miseretur	miseretur
pater	pater
filioꝝ	filiorum
misertus	misertus
est	est
dñs	dominus
tim̃tib	timentibus
se	se
qm̃	quoniam
ip̃e	ipse
ꝯgnouit	cognouit
figmentũ	figmentum
nr̃m	nostrum

Recordatus	Recordatus
ẽ	est
qm̃	quoniam
puluis	puluis
sumus	sumus
homo	homo
sicut	sicut
fenũ	fenum
dies	dies
eius	eius
tanqͣm	tanquam
flos	flos
agri	agri
sic	sic
efflorebit	efflorebit
Q̃m	Quoniam
sp̃s	spiritus
ꝑtransibit	pertransibit
in	in
illo	illo
	et
ñ	non
subsistet	subsistet
	et
non	non

cognoscet	cognoscet
amplius	amplius
locum	locum
suũ	suum
Mĩa	Misericordia
autem	autem
dñi	domini
ab	ab
eterno	eterno
	et
usq	usque
in	in
et͛nũ	eternum
suꝑ	super
timentes	timentes
eum	eum
Et	Et
iusticia	iusticia
illius	illius
in	in
filios	filios
filioꝝ	filiorum
hiis	hiis
qui	qui
seruant	seruant

testam̃tũ	testamentum
eius	eius
Et	Et
memores	memores
sunt	sunt
mandatoꝝ	mandatorum
ip̃ius	ipsius
ad	ad
faciendum	faciendum
ea	ea
Dñs	Dominus
in	in
celo	celo
ꝑauit	parauit
sedem	sedem
suam	suam
	et
regnũ	regnum
ipsius	ipsius
õib	omnibus
dñabitur	dominabitur
B̃ndicite	Benedicite
dño	domino
angeli	angeli
eius	eius

potentes	potentes
uirtute	uirtute
facientes	facientes
u͛bum	uerbum
illius	illius
ad	ad
audiendam	audiendam
uocem	uocem
sermonũ	sermonum
eius	eius
B̃ndicite	Benedicite
dño	domino
om̃s	omnes
uirtutes	uirtutes
eius	eius
ministri	ministri
eius	eius
qui	qui
facitis	facitis
uoluntatem	uoluntatem
eius	eius
B̃ndicite	Benedicite
dño	domino
õia	omnia
oꝑa	opera

eius	eius
ĩ	in
õi	omni
loco	loco
dñacõis	dominacionis
eius	eius
bñdic	benedic
aĩa	anima
mea	mea
dño	domino
ps̃	psalmus
dauid	dauid
Benedic	Benedic
aĩa	anima
mea	mea
dño	domino
dñe	domine
d̃s	deus
meus	meus
magnificatus	magnificatus
es	es
uehem̃ter	uehementer
Confessionem	Confessionem
	et
decorem	decorem

induisti	induisti
amictus	amictus
lumine	lumine
sicut	sicut
uestim̃to	uestimento
Extendens	Extendens
celum	celum
sic̃pellem	sicutpellem
qui	qui
tegis	tegis
aquis	aquis
suꝑiora	superiora
eius	eius
Qui	Qui
ponis	ponis
nubem	nubem
ascensum	ascensum
tuũ	tuum
qui	qui
ambulas	ambulas
suꝑ	super
pennas	pennas
uentoꝝ	uentorum
Qui	Qui
facis	facis

angl̃os	angelos
tuos	tuos
sp̃s	spiritus
	et
ministros	ministros
tuos	tuos
ignem	ignem
urentem	urentem
Qui	Qui
fundasti	fundasti
t̃ram	terram
suꝑ	super
stabilitatem	stabilitatem
suã	suam
ñ	non
inclinabitur	inclinabitur
in	in
scl̃m	seculum
scl̃i	seculi
Abyssus	Abyssus
sicut	sicut
uestim̃tum	uestimentum
amictus	amictus
eius	eius
sr̃	super

montes	montes
stab̃t	stabunt
aque	aque
Ab	Ab
increpacõe	increpacione
tua	tua
fugient	fugient
a	a
uoce	uoce
tonitrui	tonitrui
tui	tui
formidabunt	formidabunt
Ascendũt	Ascendunt
mõtes	montes
	et
descendunt	descendunt
campi	campi
in	in
locum	locum
quẽ	quem
fundasti	fundasti
eis	eis
Terminũ	Terminum
posuisti	posuisti
quem	quem

ñ	non
transgͤdientur	transgredientur
neq	neque
conu͛tentur	conuertentur
oꝑire	operire
t̃ram	terram
Qͥ	Qui
emittis	emittis
fontes	fontes
in	in
ꝯuallib	conuallibus
int̃	inter
mediũ	medium
mõtium	montium
ꝑtransibunt	pertransibunt
aque	aque
Potabunt	Potabunt
om̃s	omnes
bestie	bestie
agri	agri
expectabunt	expectabunt
onagri	onagri
ĩ	in
siti	siti
sua	sua

Suꝑ	Super
ea	ea
uolucres	uolucres
celi	celi
h̃itabunt	habitabunt
de	de
medio	medio
petraꝝ	petrarum
dabunt	dabunt
uoces	uoces
Rigans	Rigans
montes	montes
de	de
suꝑiorib	superioribus
suis	suis
de	de
fructu	fructu
oꝑm	operum
tuoꝝ	tuorum
satiabit᷑	satiabitur
t̃ra	terra
Ꝓducens	Producens
fenũ	fenum
ium̃tis	iumentis
	et

herbam	herbam
seruituti	seruituti
hoĩm	hominum
Ut	Ut
educas	educas
panem	panem
de	de
t̃ra	terra
	et
uinũ	uinum
letificet	letificet
cor	cor
hõis	hominis
Ut	Ut
exhylaret	exhylaret
faciem	faciem
in	in
oleo	oleo
	et
panis	panis
cor	cor
hominis	hominis
ꝯfringet	confringet
Saturabũtur	Saturabuntur
ligna	ligna

campi	campi
	et
cedri	cedri
libani	libani
qͣs	quas
plantauit	plantauit
illic	illic
passeres	passeres
nidificabũt	nidificabunt
Herodii	Herodii
domus	domus
dux	dux
est	est
eoꝝ	eorum
montes	montes
excelsi	excelsi
ceruis	ceruis
petra	petra
refugiũ	refugium
herinaciis	herinaciis
Fecit	Fecit
lunam	lunam
in	in
tp̃a	tempora
sol	sol

cognouit	cognouit
occasum	occasum
suũ	suum
Posuisti	Posuisti
tenebras	tenebras
	et
fc̃a	facta
est	est
nox	nox
in	in
ip̃a	ipsa
ꝑtransibunt	pertransibunt
om̃s	omnes
bestie	bestie
silue	silue
Catuli	Catuli
leonum	leonum
rugientes	rugientes
ut	ut
rapiant	rapiant
	et
q̃rant	querant
a	a
deo	deo
escam	escam

sibi	sibi
Ort᷒	Ortus
est	est
sol	sol
	et
ꝯg̃gati	congregati
sunt	sunt
	et
in	in
cubilib	cubilibus
suis	suis
collocabũtur	collocabuntur
Exibit	Exibit
homo	homo
ad	ad
opus	opus
suũ	suum
	et
ad	ad
oꝑatõem	operationem
suam	suam
usq	usque
ad	ad
uesꝑam	uesperam
Qmͣ	Quam

magnificata	magnificata
sunt	sunt
oꝑa	opera
tua	tua
dñe	domine
õia	omnia
ĩ	in
sap̃ia	sapentia
fecisti	fecisti
impleta	impleta
est	est
t̃ra	terra
possõne	possessione
tua	tua
Hoc	Hoc
mare	mare
magnũ	magnum
	et
spatiosum	spatiosum
nauib	nauibus
illic	illic
reptilia	reptilia
quoꝝ	quorum
ñ	non
est	est

numerus	numerus
Animalia	Animalia
pusilla	pusilla
cum	cum
magnis	magnis
illic	illic
naues	naues
ꝑtransib̃t	pertransibunt
Draco	Draco
iste	iste
ꝙ̃	quem
formasti	formasti
ad	ad
illudendum	illudendum
ei	ei
õia	omnia
a	a
te	te
expectant	expectant
ut	ut
des	des
illis	illis
escam	escam
in	in
tp̃e	tempore

Dante	Dante
te	te
illis	illis
colligent	colligent
aꝑiente	aperiente
te	te
manũ	manum
tuã	tuam
õia	omnia
implebuntur	implebuntur
bonitate	bonitate
Aũtente	Auertente
ã	autem
te	te
faciem	faciem
turbabũtur	turbabuntur
auf͛es	auferes
sp̃m	spiritum
eoꝝ	eorum
	et
deficiẽt	deficient
	et
in	in
pulu͛em	puluerem
suũ	suum

reu͛tentur	reuertentur
Emitte	Emitte
sp̃m	spiritum
tuũ	tuum
	et
creabuntur	creabuntur
	et
renouabis	renouabis
faciem	faciem
t̃re	terre
Sit	Sit
gl̃a	gloria
dñi	domini
in	in
scl̃m	seculum
letabitur	letabitur
dñs	dominus
in	in
oꝑib	operibus
suis	suis
Qͥ	Qui
respicit	respicit
t̃ram	terram
	et
facit	facit

eam	eam
trem͛e	tremere
qui	qui
tangit	tangit
montes	montes
	et
fumigant	fumigant
Cantabo	Cantabo
dño	domino
in	in
uita	uita
mea	mea
psallam	psallam
deo	deo
meo	meo
qͣm	quam
diu	diu
sum	sum
Iocundum	Iocundum
sit	sit
ei	ei
eloquiũ	eloquium
meũ	meum
ego	ego
u͛o	uero

delectabor	delectabor
in	in
domino	domino
Deficiant	Deficiant
pcc̃ores	peccatores
a	a
t̃ra	terra
	et
iniqui	iniqui
ita	ita
ut	ut
ñ	non
sint	sint
bñdic	benedic
aĩa	anima
mea	mea
dño	domino
ps̃d̃d	psalmusdauid
Confitemini	Confitemini
dño	domino
	et
inuocate	inuocate
nomen	nomen
eius	eius
anñtiate	annuntiate

int̃	inter
g̃s	gentes
oꝑa	opera
ei᷒	eius
Cantate	Cantate
ei	ei
	et
psallite	psallite
ei	ei
narrate	narrate
õia	omnia
mirabilia	mirabilia
eius	eius
Laudamini	Laudamini
in	in
noĩe	nomine
sc̃o	sancto
eius	eius
letetur	letetur
cor	cor
q̃rentiũ	querentium
dñm	dominum
Querite	Querite
dñm	dominum
	et

cõfirmamini	confirmamini
q̃rite	querite
faciem	faciem
eius	eius
semꝑ	semper
Mem̃tote	Mementote
mirabiliũ	mirabilium
eius	eius
que	que
fecit	fecit
ꝓdigia	prodigia
eius	eius
	et
iudicia	iudicia
oris	oris
eius	eius
Semen	Semen
abraham	abraham
serui	serui
ei᷒	eius
filii	filii
iacob	iacob
electi	electi
eius	eius
Ip〾	Ipse

dñs	dominus
d̃s	deus
m̃s	meus
ĩ	in
uniũsa	uniuersa
t̃ra	terra
iudicia	iudicia
eius	eius
Memor	Memor
fuit	fuit
in	in
scl̃m	seculum
testam̃ti	testamenti
sui	sui
ũbi	uerbi
q̃d	quod
mandauit	mandauit
in	in
mille	mille
gen͛atões	generationes
Q̃d	Quod
disposuit	disposuit
ad	ad
abraham	abraham
	et

iuram̃ti	iuramenti
sui	sui
ad	ad
ysaac	ysaac
Et	Et
statuit	statuit
illud	illud
iacob	iacob
in	in
ceptum	preceptum
	et
isr̃l	israhel
in	in
testam̃tum	testamentum
et̃num	eternum
Dicens	Dicens
tibi	tibi
dabo	dabo
t̃ram	terram
chanaan	chanaan
funicl̃m	funiculuum
h͛editatis	hereditatis
ur̃e	uestre
Cũ	Cum
eẽm	essem

num̃o	numero
breui	breui
paucissimi	paucissimi
	et
incole	incole
eius	eius
Et	Et
ꝑtransierũt	pertransierunt
de	de
gente	gente
in	in
gentẽ	gentem
	et
de	de
regno	regno
ad	ad
ppl̃m	populum
alt͛m	alterum
Non	Non
reliquit	reliquit
hoĩem	hominem
noc̃e	nocere
eis	eis
	et
corripuit	corripuit

ꝓ	pro
eis	eis
reges	reges
Nolite	Nolite
tangere	tangere
xp̃os	Christos
meos	meos
	et
in	in
ꝓph̃is	prophetis
meis	meis
nolite	nolite
malignari	malignari
Et	Et
uocauit	uocauit
famẽ	famem
suꝑ	super
t̃ram	terram
	et
omne	omne
firmam̃tum	firmamentum
panis	panis
ꝯtriuit	contriuit
Misit	Misit
añ	ante

eos	eos
uir̃	uirum
in	in
seruũ	seruum
uenundatus	uenundatus
est	est
ioseph	ioseph
hũiliau͛unt	humiliauerunt
inimicos	inimicos
ei᷒	eius
Allux̃unt	Alluxerunt
fulgura	fulgura
ei᷒	eius
orbi	orbi
t̃re	terre
uidit	uidit
et	et
ꝯmota	commota
ẽ	est
t̃ra	terra
Montes	Montes
sicut	sicut
cera	cera
flux̃unt	fluxerunt
a	a

facie	facie
dñi	domini
a	a
facie	facie
dñi	domini
õis	omnis
t̃ra	terra
Adnũtiauer̃t	Adnuntiauerunt
celi	celi
iusticiã	iusticiam
eius	eius
⁊	et
uid̃unt	uiderunt
om̃s	omnes
ppl̃i	populi
gl̃am	gloriam
eius	eius
Confundant᷑	Confundantur
om̃s	omnes
qui	qui
adorant	adorant
scuptilia	scuptilia
et	et
qui	qui
gl̃antur	gloriantur

in	in
simulachris	simulachris
suis	suis
Adorate	Adorate
d̃m	deum
õs	omnes
angl̃i	angeli
eius	eius
audiuit	audiuit
et	et
letata	letata
ẽ	est
syon	syon
Et	Et
exultauerunt	exultauerunt
filie	filie
iude	iude
p̃p	propter
iuditia	iuditia
tua	tua
dñe	domine
Q̃m	Quoniam
tu	tu
dñs	dominus
altissim᷒	altissimus

suꝑ	super
õm	omnem
t̃ram	terram
nimis	nimis
superexaltat᷒	superexaltatus
es	es
sr̃	super
õs	omnes
deos	deos
Qui	Qui
diligitis	diligitis
dominũ	dominum
odite	odite
malum	malum
custodit	custodit
dñs	dominus
animas	animas
sc̃orum	sanctorum
suoꝝ	suorum
de	de
manu	manu
pcc̃oris	peccatoris
lib̃auit	liberauit
eos	eos
Lux	Lux

orta	orta
ẽ	est
iusto	iusto
et	et
rectis	rectis
corde	corde
leticia	leticia
Letam̃i	Letamini
iusti	iusti
in	in
dño	domino
⁊	et
ꝯfitem̃i	confitemini
memorie	memorie
sc̃ificatõis	sanctificationis
eius	eius
97Cantate	97Cantate
dño	domino
canticũ	canticum
nouũ	nouum
	quia
mirabilia	mirabilia
fecit	fecit
Saluauit	Saluauit
sͥ	sibi

isr̃l	israhel
Vid̃unt	Viderunt
om̃s	omnes
t̃m̃i	termini
t̃re	terre
salutare	salutare
d̃i	dei
nr̃i	nostri
Iubilate	Iubilate
deo	deo
õis	omnis
t̃ra	terra
cantate	cantate
⁊	et
exultate	exultate
et	et
psallite	psallite
Psallite	Psallite
dño	domino
in	in
cythara	cythara
in	in
cithara	cithara
et	et
uoce	uoce

psalmi	psalmi
in	in
tub̃	tubis
ductilib	ductilibus
et	et
uoce	uoce
tube	tube
cornee	cornee
Iubilate	Iubilate
in	in
conspectu	conspectu
regis	regis
dñi	domini
moueatur	moueatur
mare	mare
et	et
plenitudo	plenitudo
eius	eius
orb̃	orbis
t̃rarum	terrarum
⁊	et
qui	qui
h̃itant	habitant
in	in
eo	eo

Flumina	Flumina
plaudent	plaudent
manus	manus
simul	simul
montes	montes
exultabũt	exultabunt
a	a
conspectu	conspectu
dñi	domini
qm̃	quoniam
uenit	uenit
iudicare	iudicare
t̃ram	terram
Iudicabit	Iudicabit
orbem	orbem
t̃rarum	terrarum
in	in
iusticia	iusticia
et	et
ppl̃os	populos
in	in
equitate	equitate
98Dñs	98Dominus
regnauit	regnauit
irascantur	irascantur

ppl̃i	populi
qui	qui
sedes	sedes
sr̃	super
cherubin	cherubin
moueatur	moueatur
t͛ra	terra
Dñs	Dominus
in	in
syon	syon
magnus	magnus
⁊	et
